"Sl No",Asset Id,Asset Name,"Start Chainage","End Chainage","Length (Km)",District
4462,PW05030104026314,Manissery cherottur,0,3,3,Palakkad
4463,PW05030104036322,Kumbidi - Thrikkanapuram Road,0,3.5,3.5,Palakkad
4464,PW05030104026317,Vaniyamkulam Kothakurissi road,0,6.06,6.06,Palakkad
4465,PW05030101016337,"chullimada BAZAARROAD 190/400-191/400",0,1,1,Palakkad
4466,PW05030102016330,Kundukad Moolamkode road,0,2.7,2.7,Palakkad
4467,PW05030102016327,Mangalam Old NH,0,1.2,1.2,Palakkad
4468,PW05030102016314,Kanichiparutha Palakkuzhy,0,7.15,7.15,Palakkad
4469,PW05030102016316,kunnamkadu Valkulambu road,0,8.6,8.6,Palakkad
4470,PW05030102016326,Manapadom Kannambra road,0,5.65,5.65,Palakkad
4471,PW05030102016322,Vadakkanchery Padur road,0,10.35,10.35,Palakkad
4472,PW05030102016317,Thrippalur Chittilachery road,0,6,6,Palakkad
4473,PW05030102016318,Karapotta Choolipadom road,0,4,4,Palakkad
4474,PW05030102016315,MangalamDam Veettikalkadavu road,0,2.5,2.5,Palakkad
4475,PW05030102016313,"Panthalampadam KallingalpadamVazhode Road",0,4,4,Palakkad
4476,PW05030102016331,Erattakulam - Vaniyampara Road,0,16.5,16.5,Palakkad
4477,PW05030102016324,Diana - Sreerama - Pothappara Road,0,7.15,7.15,Palakkad
4478,PW05030102016319,Mudappallur Mangalam Dam Road,0,9.43,9.43,Palakkad
4479,PW05030102016333,Erattakulam Old NH,0,1.4,1.4,Palakkad
4480,PW05030102016320,"Kanimangalam CherukunnamMangalam Dam Road",0,8.85,8.85,Palakkad
4481,PW05030102016312,Kottekulam - Nenmara Road,0,4,4,Palakkad
4482,PW05030102026324,"Mathur Chenganniyurkavu & oldkollard road",0,3.2,3.2,Palakkad
4483,PW05030101016338,Pudunagaram - Kinassery road,0,7.79,7.79,Palakkad
4484,PW05030101016331,Kuzhalmannam - Mankara road,12.8,15.18,2.38,Palakkad
4485,PW05030101016330,Mankara railway station road,0,1.19,1.19,Palakkad
4486,PW05030101016327,Menonpara Chullimada road,1,5.96,4.96,Palakkad
4487,PW05030104016325,"Thoothapuzha ThottumukkuKandankavu Peradiyoor School Road",0,5,5,Palakkad
4488,PW05030103016322,"Pallimokku - Kalyannapetta -Alamkadavu",0,5.5,5.5,Palakkad
4489,PW05030103016321,"Tattamangalam - Arampadam -Karipaly",0,8.4,8.4,Palakkad
4490,PW05030103016320,Kuzhalmannam - Koduvayur,5.6,7.9,2.3,Palakkad
4491,PW05030103016319,Palakkad - Chittur,5,13.62,8.62,Palakkad
4492,PW05030105016322,"VADAKKUMANNAM-THATHENGALAMROAD",0,6.6,6.6,Palakkad
4493,PW05030105016331,MANNARKKAD-CHERUMKULAM ROAD,0,0.6,0.6,Palakkad
4494,PW05030101016341,Chullimada railway station road,0,0.4,0.4,Palakkad
4495,PW05030105016330,"KATTILATHANI-NHETTARAKKADAVUROAD",0,5.6,5.6,Palakkad
4496,PW05030101016328,Thirunellayi causeway road,0,4.79,4.79,Palakkad
4497,PW05030101016329,Thenur Mucheri Kongad road,0,8,8,Palakkad
4498,PW05030101016335,Edathara Kamba,0,2.5,2.5,Palakkad
4499,PW05030105016329,2nd.mile Moonnamkazhi road,0,2.5,2.5,Palakkad
4500,PW05030105016327,EDAIKKAL-KOOTTILAKADAVU ROAD,0,12.7,12.7,Palakkad
4501,PW05030101016343,"Muttikulangara - Kamba - Kinavalloorroad",0,7.85,7.85,Palakkad
4502,PW05030101016344,"Kadampazhipuram chirattimalaAmbalappara road",0,7,7,Palakkad
4503,PW05030101016345,Parali railway station road,0,0.4,0.4,Palakkad
4504,PW05030101016342,Melamuri pudur old road,0,0.17,0.17,Palakkad
4505,PW05030101016346,Meparambu Kavilpadu Road,0,2.6,2.6,Palakkad
4506,PW05030104036337,Kalady Anakkara Road,3.6,4.86,1.26,Palakkad
4507,PW05030102026304,Kuzhalmannam Mankara Road,0,12.8,12.8,Palakkad
4508,PW05030102026319,Perinkunnam Road,0,4.6,4.6,Palakkad
4509,PW05030102026308,Kannadi Panikode Road,0,10,10,Palakkad
4510,PW05030102026318,Vemballur Muringamala Road,0,3.14,3.14,Palakkad
4511,PW05030102026302,Kuzhalmannam Bazar Road,0,3.4,3.4,Palakkad
4512,PW05030102026322,Kuzhalmannam Koduvayur Road,0,5.6,5.6,Palakkad
4513,PW05030102026321,"Kulavanmukku - KalappettyMahalikudam Road",0,4.67,4.67,Palakkad
4514,PW05030102026309,Kunissery Bye Pass Road,0,2.3,2.3,Palakkad
4515,PW05030102026310,Kannanur Mathur Road,0,5.2,5.2,Palakkad
4516,PW05030102026326,Kulavanmukku - Kuthannur Road,0,6.8,6.8,Palakkad
4517,PW05030102026325,Kuthannur - Tholannur Road,0,6.2,6.2,Palakkad
4518,PW05030102026323,Ambad Anikkode Road,0,5.2,5.2,Palakkad
4519,PW05030102026320,Thriuvilwamala Peringottukurussi Road,5.75,7.35,1.6,Palakkad
4520,PW05030103036327,"Acess Road to Parambikulam Tunnelentry km 0/00 to 3/735",0,3.74,3.74,Palakkad
4521,PW05030103036329,"Road connecting AE's EE's quartersfrom Parambikulam circle 0/00 to",0,0.85,0.85,Palakkad
4522,PW05030103036323,"Access road to Sankarapathy Tunnelentry 0/00 to 1/430",0,1.43,1.43,Palakkad
4523,PW05030103036312,Parambikulam - Sethumada Road,0,21.59,21.59,Palakkad
4524,PW05030103036331,"Road from top of dam right flant tobridge below dam 0/00 to 0/952",0,0.95,0.95,Palakkad
4525,PW05030103036317,"Road from Bridge below dam to top ofdam left flant km 0/00 to 0/978",0,0.98,0.98,Palakkad
4526,PW05030103036326,"Acess Road to Parambikulam Tunnelexit km 0/00 to 0/287",0,0.29,0.29,Palakkad
4527,PW05030103036325,"Acess Road to Thoonakadavu Dam Leftflant km 0/00 to 0/230",0,0.23,0.23,Palakkad
4528,PW05030103036324,"Access road to Peruvarippalam Dam0/00 to 0/690",0,0.69,0.69,Palakkad
4529,PW05030103036307,Nattukal - Nadupunni Road,0,8.58,8.58,Palakkad
4530,PW05030103036308,Approach Road to ISD Farm Road,0,2.6,2.6,Palakkad
4531,PW05030103036316,Nallepilly - Ancham Mile Road,0,5.83,5.83,Palakkad
4532,PW05030103036303,Gopalapuram - Meenakshipuram Road,0,7.5,7.5,Palakkad
4533,PW05030103016316,Chittur - Vandithavalam,0,6.76,6.76,Palakkad
4534,PW05030103036301,Nallepilly - Erattakulam Road,0,3.9,3.9,Palakkad
4535,PW05030103036311,Eruthempathy - Pothikkal - Pudur Road,0,7.07,7.07,Palakkad
4536,PW05030103016315,Vilayodi - Vembra - Pattikulam Road,0,6.93,6.93,Palakkad
4537,PW05030103016314,Muthalamada Rly. Station Road,0,2.3,2.3,Palakkad
4538,PW05030103026301,Muthalamada Railway Station Road,0,5.26,5.26,Palakkad
4539,PW05030103026306,Muthalamada Chemmanampathy Road,0,11.2,11.2,Palakkad
4540,PW05030103036305,"Velanthavalam - KuppandakowdannurRoad",0,8.17,8.17,Palakkad
4541,PW05030103036309,Menonpara - Ozhalapathy Road,0,9.41,9.41,Palakkad
4542,PW05030103036306,Menonpara-Chullimada Road,0,1,1,Palakkad
4543,PW05030103026322,Karappara Road,0,8.36,8.36,Palakkad
4544,PW05030103026310,Nenmmara - Olippara Road,0,11.83,11.83,Palakkad
4545,PW05030103026314,Thalavettampara Road,0,1.46,1.46,Palakkad
4546,PW05030103016304,Koduvayur Pallavur Vithanassery Road,0,10,10,Palakkad
4547,PW05030103026312,Nenmara - Nelliyampathy Road,0,30.71,30.71,Palakkad
4548,PW05030103026319,KaiKatty - Pulaymapra Road,0,3.62,3.62,Palakkad
4549,PW05030103016311,Karippodu - Pallasana Road,0,6.4,6.4,Palakkad
4550,PW05030103026320,Nemmeni - Seetharkundu Road,0,6.21,6.21,Palakkad
4551,PW05030103016305,Pattenchery Road,0,1.7,1.7,Palakkad
4552,PW05030103016303,TB Road Tathamangalam,0,0.6,0.6,Palakkad
4553,PW05030103026318,"Pezhumpara - Maruthenchery -Nadupathy Road",0,9,9,Palakkad
4554,PW05030103016317,Anamari - Kuttipadam Raod,0,9.1,9.1,Palakkad
4555,PW05030103016318,Mangode Road,0,1.8,1.8,Palakkad
4556,PW05030103026316,Adiperandathara ring road,0,2.8,2.8,Palakkad
4557,PW05030103016312,"Padikkalpadam - Kannamkkode -Pallimukku- Pallassena",0,7.56,7.56,Palakkad
4558,PW05030103016310,Koduvayur - Trippalur Road,0,3,3,Palakkad
4559,PW05030103016309,Kollengode - Kunissery Road,0,10.89,10.89,Palakkad
4560,PW05030103026313,Kaippenchery - Aylore Road,0,1.48,1.48,Palakkad
4561,PW05030103036322,"Approach Road to Hostel Block Roadkm 0/00 to 0/165",0,0.17,0.17,Palakkad
4562,PW05030103036321,"Approach Road to Autowork shop km0/00 to 0/226",0,0.23,0.23,Palakkad
4563,PW05030103036320,"Approach Road to Division Office km0/000 to 0/151",0,0.15,0.15,Palakkad
4564,PW05030103036319,"Approach Road Elementary School km0/00 to 0/076",0,0.08,0.08,Palakkad
4565,PW05030103036318,"Approach Road to Service Reservoir0/00 to 0/105",0,0.11,0.11,Palakkad
4566,PW05030103036330,"Road from top of dam.Left flant toearth slide dam 0/00 to 0/965",0,0.97,0.97,Palakkad
4567,PW05030105036302,Mannarkkad - Chinnathadakam Road,22,52.69,30.69,Palakkad
4568,PW05030105036310,Anakatty - Sholayur Road,0,12.7,12.7,Palakkad
4569,PW05030105036309,Agali-Jellippara Road,0,7.66,7.66,Palakkad
4570,PW05030105036301,Goolikadavu-Karara-Mundanpara Road,0,8.5,8.5,Palakkad
4571,PW05030105036304,Kottathara - Pudur Road,0,9.78,9.78,Palakkad
4572,PW05030105036305,Jellippara - Paravalavu Road,0,5,5,Palakkad
4573,PW05030105036303,Thavalam - Mully Road,0,28.8,28.8,Palakkad
4574,PW05030105036306,Karayur - Vannamthara Road,0,3.2,3.2,Palakkad
4575,PW05030105036308,Chitoor- Sholayur Road,0,8,8,Palakkad
4576,PW05030105036307,Pakkulam-Kandiyur-Jellippara Road,0,7.5,7.5,Palakkad
4577,PW05030105036312,Mannarkkad Chinnathadakam road,9,22,13,Palakkad
4578,PW05030104036314,Thrithala - Kumbidi Road,0,14.72,14.72,Palakkad
4579,PW05030104036330,Koodallur - Padinjaragadi,0,6.08,6.08,Palakkad
4580,PW05030104036336,Naduvattom - Thannerkkode,2.99,6.89,3.9,Palakkad
4581,PW05030104036306,Engineer Road,0,3,3,Palakkad
4582,PW05030104036301,Mezhathur Vattolikkave Road,0,4.2,4.2,Palakkad
4583,PW05030104036304,Ezhumangad - Karukaputhur Road,0,6.08,6.08,Palakkad
4584,PW05030104036335,Mathur - Amakkavu Road,0,2.5,2.5,Palakkad
4585,PW05030104036305,"Trithala -V.K.Kadavu - PattambiCauseway Road",0,4.2,4.2,Palakkad
4586,PW05030104036316,Palakkad - Ponnani Road,66.3,76.5,10.2,Palakkad
4587,PW05030104036310,Pattambi Amayur Road,0,11.32,11.32,Palakkad
4588,PW05030104036313,Mala - Chalissery Road,0,3.7,3.7,Palakkad
4589,PW05030104036324,Koottanad - Thrithala Road,0,5.05,5.05,Palakkad
4590,PW05030104036323,Anakkara - Kumaranellur Road,0,5.3,5.3,Palakkad
4591,PW05030104036315,Thrithala - Padinjarangadi Road,0,6.65,6.65,Palakkad
4592,PW05030104036308,Vattolikavu - Chathanoor Road,0,5.93,5.93,Palakkad
4593,PW05030104036319,Cheruthuruthy - Perumpilavu Road,9.4,15.48,6.08,Palakkad
4594,PW05030104036303,Muthuthala - Cherukudangadu Road,0,6.52,6.52,Palakkad
4595,PW05030104036302,Thiruvegapura Pallipuram Road,0,5.02,5.02,Palakkad
4596,PW05030104036329,Palathara - Kodumunda Road,0,5,5,Palakkad
4597,PW05030104036307,Karukaputhur - Akkikavu Road,0,8.1,8.1,Palakkad
4598,PW05030104036321,Chalisserry Bazar Road,0,1.6,1.6,Palakkad
4599,PW05030104036331,Chalissery - Valayamkulam Road,0,1.6,1.6,Palakkad
4600,PW05030104036311,Chalisserry- Kavukkode Road,0,0.4,0.4,Palakkad
4601,PW05030104036333,Chalisserry - Peringode Road,0,3.7,3.7,Palakkad
4602,PW05030104036327,Karukaputhur - Ittonam Road,0,2.12,2.12,Palakkad
4603,PW05030103016307,Puthunagaram - Kollengod Road,0,8.41,8.41,Palakkad
4604,PW05030103026323,Koduvayur Pallavur Vithanassery Road,10,11.75,1.75,Palakkad
4605,PW05030103036310,Chittur Vannamada Road,1.23,12.08,10.86,Palakkad
4606,PW05030103016302,Chittur Vannamada Road,0,1.23,1.23,Palakkad
4607,PW05010404016305,"Karuvalil - Kannattumudi Road(Eravankara Riots)",0,2.628,2.628,Palakkad
4608,PW424630008,Kodanadu Bridge Approach Road,0,0.65,0.65,Palakkad
4609,PW424630009,Vazahyila Pallimukku Road,0,2,2,Palakkad
4610,PW424630010,"Old Ettumanoor -Poonjar Road-Erattupetta-Kaduvamuzhi",0,0.21,0.21,Palakkad
4611,PW424630011,"Old Ettumanoor- Poonjar Road-Marygiri Junction - Bharanganam",0,0.12,0.12,Palakkad
4612,PW424630012,"Old Ettumanoor-Poonjar Road-Melambara",0,0.3,0.3,Palakkad
4613,PW05010301026340,Kurishinmoodu-Kottipillethu road,0,7.2,7.2,Palakkad
4614,PW424630013,Aylara - Ernoorkarikkam - Manalil road,0,5.1,5.1,Palakkad
4615,PW05010301026323,"Konni - SCR Station Medical CollegePhase -1 Road",0,4.7,4.7,Palakkad
4616,PW424630014,"Link road connecting Pala KurishupallyJunction to River View Road",0,0.07,0.07,Palakkad
4617,PW424630015,"Kalkoonthal Mavady KailassamMullarikudy Road",0,12.6,12.6,Palakkad
4618,PW424630007,"Panachamoodu PanchamkuzhiMullaluvila",0,4,4,Palakkad
4619,PW424630006,Kuthirakulam - Vellanad,0,9,9,Palakkad
4620,PW05030203026330,Peringavu - Kottupadam Road,0,0.7,0.7,Palakkad
4621,PW424630002,"Sulthan Bathery -Karakandi-Valluvady-Odappallam Road",1.8,12.5,10.7,Palakkad
4622,PW424630005,Malayinkeezhu- Manjadi road,0,2,2,Palakkad
4623,PW05010303016321,"Kadayar - Puthen SabarimalaPuthezham",0,2.6,2.6,Palakkad
4624,PW05030203026338,Chirayil chungam - Kottasseri road,0,3.4,3.4,Palakkad
4625,PW424630004,Puliyarakonam - Erayankode road,0,2,2,Palakkad
4626,PW424630003,Chinnakanal Bodimettu via Suryanalli,0,15.3,15.3,Palakkad
4627,PW05030203026308,"Mangattumuri-Cherumuttam-Valiyaparamba road",0,3.33,3.33,Palakkad
4628,PW424630001,Maruthenkuzhy PTP,0,1,1,Palakkad
4629,PW05030204036304,"Approach Road to MES CollegeMampad Road",0,0.34,0.34,Malappuram
4630,PW05030204036313,Nilambur-Valanthode Road,0,21,21,Malappuram
4631,PW05030204036327,Nilambur -Karulai Road,0,9.2,9.2,Malappuram
4632,PW05030204036302,Edakkara-Marutha Road,0,12.8,12.8,Malappuram
4633,PW05030204036324,Palad-Mamankara Road,0,6.08,6.08,Malappuram
4634,PW05030204036326,Vazhikadavu-Chakkapadam,0,5.34,5.34,Malappuram
4635,PW05030204036317,Chungathara-Kuttimunda,0,6.25,6.25,Malappuram
4636,PW05030204036312,Narokavu -Thannikadavu Road,0,3.9,3.9,Malappuram
4637,PW05030204036303,"Maramvettichal-Karapuram-Nellikuth-Munda Road",0,12.16,12.16,Malappuram
4638,PW05030204036321,Nilambur-Naduvath Road,0,2.6,2.6,Malappuram
4639,PW05030204036319,Pookottumpadam-Karulai Road,0,6,6,Malappuram
4640,PW05030204036320,Chulliyodu - Pattakkarimba Road,0,6.53,6.53,Malappuram
4641,PW05030204036316,Nayadampoyil-Ventekkumpoil Road,0,6.25,6.25,Malappuram
4642,PW05030204036310,"Pookottumpadam - Chettipadam - TKColony Road",0,11,11,Malappuram
4643,PW05030204036314,"Edakkara - Samkaramkulam - PalemadRoad",0,3.35,3.35,Malappuram
4644,PW05030204036311,Uppada-Chempankolli-Pallipadi Road,0,5.1,5.1,Malappuram
4645,PW05030204036322,"Idivanna Thottupoil KallundaNambooripotty Road",0,3.4,3.4,Malappuram
4646,PW05030204036323,Vengaparatha - Olarvattam Road,0,2.53,2.53,Malappuram
4647,PW05030201016307,Karma Bye pass road,1.4,5.79,4.39,Malappuram
4648,PW05030201016302,Srayikadavu Approach Road,3,3.77,0.77,Malappuram
4649,PW05030201016323,Othaloor Pavittapuram Road,0,3,3,Malappuram
4650,PW05030201016309,Kanhoor Naranipuzha Road,0,5.73,5.73,Malappuram
4651,PW05030201016301,Ayanichodu-Srayilkadvu Road,0,3,3,Malappuram
4652,PW05030201016318,Variyarmoola -Chelakkadavu Road,0,4.02,4.02,Malappuram
4653,PW05030201016304,Palakkad - Ponnani Road,76.46,87.52,11.06,Malappuram
4654,PW05030201016321,Edappal-Kanhiramukku Road,0,6.16,6.16,Malappuram
4655,PW05030201016316,Para-Kunduchira Road,0,2.64,2.64,Malappuram
4656,PW05030201016322,Edakazhiyoor-Veliyancode Road,9.53,19.45,9.92,Malappuram
4657,PW05030201016308,Eramangalam-Naranipuzha road,0,1.15,1.15,Malappuram
4658,PW05030201016320,Athaloor-Thrikkanapuram Road,0,2.62,2.62,Malappuram
4659,PW05030201016305,Match Factory Road,0,0.41,0.41,Malappuram
4660,PW05030201016313,T.B Road Upto Kacheripadi Road,0,3.4,3.4,Malappuram
4661,PW05030201016317,Tavanur-Thirunavaya Road,0,0.6,0.6,Malappuram
4662,PW05030201016310,Edappal- Tavanoor Road,0,6.6,6.6,Malappuram
4663,PW05030201016319,Nariparamba-Pothanoor Road,0,4.1,4.1,Malappuram
4664,PW05030201016306,Western End of Match Factory Road,0,1.4,1.4,Malappuram
4665,PW05030201016312,"Approach road of Biyyam regulatorcum Bridge",0,0.48,0.48,Malappuram
4666,PW05030202026316,Edavanna-Thruivali,0,5.2,5.2,Malappuram
4667,PW05030202026315,"Thiruvali - Highschoolpadi -Meppadam - Mapad PHC Road",0,5.7,5.7,Malappuram
4668,PW05030202026314,Thiruva l- Kottala - Kattumunda Road,0,5.5,5.5,Malappuram
4669,PW05030202026313,Mampad Ferry-Thrikkaikuth Ferry,0,2.5,2.5,Malappuram
4670,PW05030202026312,Kappil - Thrikkaikuth Road,0,2,2,Malappuram
4671,PW05030202026307,Naduvath - Vadakkumpadam Road,0,9.4,9.4,Malappuram
4672,PW05030202026318,"Tachankode - Koorad - KallamoolaRoad",0,11.16,11.16,Malappuram
4673,PW05030202026305,Udhirampoyil - Maliyakkal Road,0,6,6,Malappuram
4674,PW05030202026317,"Kooliparambu - Koorad - Pallipadi -Mampattumoola",0,5,5,Malappuram
4675,PW05030202026308,"Karuvarakundu - Kuttathi -Neelancheri - Kalikavu Road",0,7.2,7.2,Malappuram
4676,PW05030202026319,Poolamana - Vaniyambalam Road,0,6.5,6.5,Malappuram
4677,PW05030202026306,Vaniyambalam - Amarambalam Road,0,5.4,5.4,Malappuram
4678,PW05030202026309,Manjeri-Olipuzha,13.3,16.2,2.9,Malappuram
4679,PW05030202016308,"Perinthalamanna-Manathumangalam-Kakkooth Bye pass road km 1st reachkm 0/000 to 1/680",0,1.68,1.68,Malappuram
4680,PW05030202016330,"Perinthalmanna-Manathumangalam-Kakkooth Bye pass road km 0/000 to",0,2.91,2.91,Malappuram
4681,PW05030202016305,"Panangangara Puthanangadi Road Km0.000 to 7.005",0,7.01,7.01,Malappuram
4682,PW05030202016321,"Kachinikkad Vellila Road km. 0/000 -7/800",0,7.8,7.8,Malappuram
4683,PW05030202016322,"Pookkattiri-Malappuram link road5/160 - 11/360",5.16,11.36,6.2,Malappuram
4684,PW05030202016327,"Pulamanthole-Kulathur Road 0/000-6/960",0,6.96,6.96,Malappuram
4685,PW05030202016309,"Kolathur Malappuram Road KM 0/000-10/000",0,10,10,Malappuram
4686,PW05030202016310,"Vettichira-Kadampuzha-Koottilangadiroad 6/800-17/400",6.8,17.4,10.6,Malappuram
4687,PW05030202016320,"Makkaraparamba-Mankada Road0/000-7/200",0,7.2,7.2,Malappuram
4688,PW05030202016304,"Angdippuram-Cherukulamba Road0/000-10/150",0,10.15,10.15,Malappuram
4689,PW05030202016303,"Vengad-Chemmalassery Road 0/000-11/963",0,11.96,11.96,Malappuram
4690,PW05030202016312,"Thootha-Vettathur Road 0/000 to6/692",0,6.69,6.69,Malappuram
4691,PW05030202016319,"Kolathur-Pang-Kadanamutty road0/000-3/794",0,3.79,3.79,Malappuram
4692,PW05030202016307,"Kuruva-Chettiparamba road 0/000-3/020",0,3.02,3.02,Malappuram
4693,PW05030202016313,"Amminikkad-Odamala-Paral Road0/000-5/516",0,5.52,5.52,Malappuram
4694,PW05030202016306,"Anamangad-Cherukara Road 0/000-3/925",0,3.93,3.93,Malappuram
4695,PW05030202016316,"Anamangad-Manalaya-MuthukurussiRoad 0/000-5/890",0,5.89,5.89,Malappuram
4696,PW05030202016318,Ummathur-Kuruva Road 0/000-3/160,0,3.16,3.16,Malappuram
4697,PW05030202016324,"Pariyapuram-Angadippuram RailwayGate Valambur Road 0/000-8/400",0,8.4,8.4,Malappuram
4698,PW05030202016317,"Thazhekkode-Pallipadi-Badathi Road0/000-3/150",0,3.15,3.15,Malappuram
4699,PW05030202016331,"Kadannamanna Kovilakampady-Kalapoottukandam Vettipadathal Road",0,3,3,Malappuram
4700,PW05030202016328,"Kolathur-Villegpadi-Thekkakara-Edayoor Road 0/000-4/000",0,4,4,Malappuram
4701,PW05030202016325,Maruthala-Odamala Road 0/000-2/010,0,2.01,2.01,Malappuram
4702,PW05030202016315,"Muthiramanna-Ayilamparamba Road0/000-1/300",0,1.3,1.3,Malappuram
4703,PW05030202016326,"Poovathani-Pallikkunnu-KampramMannathikkadavu Road 0/000-4/800",0,4.8,4.8,Malappuram
4704,PW05030202016301,"Vattapparamba-Parakkanni VillageOffice Road 0/000-6/000",0,6,6,Malappuram
4705,PW05030203036302,Tirur-Kadalundi Road,14,27.4,13.4,Malappuram
4706,PW05030203036323,Chelari-Parappanangadi Road,0,6.6,6.6,Malappuram
4707,PW05030203036313,Tirurangadi-Kundur-Cheramukku Road,0,4,4,Malappuram
4708,PW05030203036319,Tirurangadi-Kadamkunnu Road,0,2.04,2.04,Malappuram
4709,PW05030203036315,Palathigal-Pooraparamba Road,0,1.2,1.2,Malappuram
4710,PW05030203036309,Venniyurparamb-Tanur Road,0,7.18,7.18,Malappuram
4711,PW05030203036304,Parappanangadi-Tippu Sulthan Road,0,7.6,7.6,Malappuram
4712,PW05030203036321,Tirurangadi-Muttichira Road,0,3.82,3.82,Malappuram
4713,PW05030203036312,Othukangal-Vengara Road,0,6.5,6.5,Malappuram
4714,PW05030203036316,Mampuram Link Road,0,3.03,3.03,Malappuram
4715,PW05030203036320,Kottakkal-Parappur-Vengara Road,0,4.05,4.05,Malappuram
4716,PW05030203036306,Vengara-Kooriyad Road,0,7.6,7.6,Malappuram
4717,PW05030203036318,"Vengara-Kacharippadi-Kakkadampuram Road",0,5.3,5.3,Malappuram
4718,PW05030203036314,Achanambalam-Kooriyadu Road,0,5.61,5.61,Malappuram
4719,PW05030203036303,"Vengara-Kacherippadi-PuthanangadiRoad",0,1.7,1.7,Malappuram
4720,PW05030203036317,Thayyilapadi-Irumbothingal Road,0,5.1,5.1,Malappuram
4721,PW05030203036307,Kottakadavu Bridge Approach Road,0,2.1,2.1,Malappuram
4722,PW05030203036310,Thottasseriyara-Illathumadu Road,0,3.23,3.23,Malappuram
4723,PW05030203036305,"Kadappadi-Pathikuzhi-PuthurpallikkalRoad",0,4.4,4.4,Malappuram
4724,PW05030203036301,"Irumbothingal-Kootumuchi-AthanikkalRoad",0,5.68,5.68,Malappuram
4725,PW05030203036308,"University-Kadakkattupara-Olipramkadave-Mukkathakadave Road",0,6.75,6.75,Malappuram
4726,PW05030203036322,"Kollamchina-Pukayoor Road 0/000 to3/520",0,3.52,3.52,Malappuram
4727,PW05030204036315,Palunda-Munderi Road,0,19.5,19.5,Malappuram
4728,PW05030204026302,Cheloor - Chappanagadi,0,3.12,3.12,Malappuram
4729,PW05030204026301,Parammal - Parankimoochikkal,0,3.33,3.33,Malappuram
4730,PW05030204016302,"Kavanur - Vadakkummala -Karaparamba road",0,7,7,Malappuram
4731,PW05030202036302,Anjilangadi - Melattur,0,6.66,6.66,Malappuram
4732,PW05030204016303,"Cholakkal - Thottupoyil -Meemparakkal road",0,3,3,Malappuram
4733,PW05030204036301,"Edakkara AmarambalamVaniyambalam Road",0,21.8,21.8,Malappuram
4734,PW05030203016301,BP Angadi - Mangattiri - Vettom Road,0,8.32,8.32,Malappuram
4735,PW05030203026301,Alungal Valiya paramb Neerad Road,0,5.61,5.61,Malappuram
4736,PW05030203026302,Karippur Airport Approach road,0,2,2,Malappuram
4737,PW05030202026302,"Thrikkalangode Wandoor KalikavuRoad",0,25.27,25.27,Malappuram
4738,PW05030203026309,Kottappuram Kakancheri road,0,5.3,5.3,Malappuram
4739,PW05030203026303,"Kannamvettikavu PuthupadamAyikarapadi Kakancheri road",0,5.26,5.26,Malappuram
4740,PW05030203026310,"Kohinoor PuthurpallikkalKumminiparambu -Tharayittal road",1.3,8.1,6.8,Malappuram
4741,PW05030203026305,"Diversion road to Kondotty -Tirurangadi road route II",0,2.05,2.05,Malappuram
4742,PW05030204026303,Morayur Arimbra Pookottur,0,10,10,Malappuram
4743,PW05030204026304,Panambattachala Vennakkode Vellila,0,8.4,8.4,Malappuram
4744,PW05030203026304,"Idimuzhikkal - Agrasala - Parakadavuroad (Reach I)",0,5.05,5.05,Malappuram
4745,PW05030203026306,Farook College-Vazhakkad Road,0.67,11.72,11.05,Malappuram
4746,PW05030204036305,Mampad ferry-Thrikkekuth ferry road,0,3.3,3.3,Malappuram
4747,PW05030204016304,"Vayapparapadi - Pullancheri -Eranhikkal road",0,4.2,4.2,Malappuram
4748,PW05030204026306,Chenathadam - Kuruppampadi,0,2.25,2.25,Malappuram
4749,PW05030204026305,Manoor - Parankimoochikkal,0,4.6,4.6,Malappuram
4750,PW05030204016305,Areekode - Manjeri,0,13.6,13.6,Malappuram
4751,PW05030203016303,"Olappeedika-Kunnumpuram-TanurRoad",0,7,7,Malappuram
4752,PW05030203016304,Tanalur-Puthanathani Road,0,13,13,Malappuram
4753,PW05030202036304,Manathumangalam -Mannarmala road,0,4.23,4.23,Malappuram
4754,PW05030202036306,Keezhattur - Chemmaniyode road,0,2.2,2.2,Malappuram
4755,PW05030202036305,Mankada-Koottil-Pattikkad Road,0,9.03,9.03,Malappuram
4756,PW05030204026308,Muttippalam - Panayi,0,2,2,Malappuram
4757,PW05030202036315,Thirurkkad-Anakkayam road,0,13.44,13.44,Malappuram
4758,PW05030202036317,Thootha-Vettathur road,6.69,17.74,11.05,Malappuram
4759,PW05030202036316,Kariavattom-Alanallur Road,0,8.63,8.63,Malappuram
4760,PW05030202036307,Thazhekkode-Vellappara-Matra Road,0,3.8,3.8,Malappuram
4761,PW05030202036308,"Melattur-Maniyanerikadavu-pandikkadroad",0,6.4,6.4,Malappuram
4762,PW05030202036313,Agadippuram - Valambur- Aripra road,0,5.82,5.82,Malappuram
4763,PW05030202036312,"Arikandampakku- Nenmini ChurchRoad",0,4,4,Malappuram
4764,PW05030202036311,Olappara kombankallu Alungal Road,0,1.5,1.5,Malappuram
4765,PW05030202036310,Anjilangadi- Eppikkad Road,0,4.94,4.94,Malappuram
4766,PW05030202036309,Anjilangadi - Puthanazhi Road,0,3.6,3.6,Malappuram
4767,PW05030204036306,Akampadam-Pathar Road,0,19.5,19.5,Malappuram
